domain,label
www.rpi.edu/~bennek/,0
www.drbob42.com/JBuilder/jb210t.htm,0
www.o2a.com/dtalk.htm,0
hawaii.gov/lih/,0
dyn.com/support/clients/,0
pw1.netcom.com/~kallisti/index.html,0
www.onjava.com/pub/a/onjava/2001/11/21/tapestry.html,0
www.petri.co.il/how-to-use-microsoft-outlook-inbox-repair-tool.htm,0
earth.rice.edu/connected/,0
citeseerx.ist.psu.edu/viewdoc/summary?doi=10.1.1.27.1619,0
www.4drulers.com/amp.html,0
my.tbaytel.net/unit228/,0
www.fws.gov/digitalmedia,0
www.adventurecollective.com/reviews/aitd3.htm,0
all.net/books/berferd/berferd.html,0
training.gbdirect.co.uk/courses/linux/,0
www.honeynet.org/papers/phishing/,0
developer.berlios.de/projects/minimoz/,0
www.billybear4kids.com/screen/stpatty.htm,0
www.activewin.com/winvista/,0
www.angelfire.com/ks/MelayneDre/index.html,0
www.scamecanica.com/index.html,0
www.marisol.com/maasi/,0
'www.btrc.net/html/catalog/catmain.html#Macho Women with Guns',0
www.softdd.com/complete/,0
www.doubleblue.com/Mainpages.html/frameset.htm,0
www.clanfork.co.uk/Trev/A/Avalon.htm,0
reviews.cnet.com/4520-3672_7-1016316-1.html,0
www.ne.jp/asahi/linux/timecop/,0
projects.gnome.org/straw/,0
graphicssoft.about.com/cs/fireworks/,0
fy.chalmers.se/~appro/nt/TXMouse/,0
www.true-audio.com/codec.project,0
www.mxdpi.com/pictures/SUPERMODELS,0
www.bu.edu/~aarondf/cosmic/,0
www.pneac.org/printprocesses/letterpress/,0
stu.ods.org/fortran,0
www.braveapps.com/sitering/,0
www.schoolicons.com/eng/,0
www.fiee.net/texnique/,0
raleigh.pm.org/dbi/,0
www.centralconnector.com/GAMES/easymoney.html,0
www.computerworld.com/s/article/93784/Microsoft_sues_eight_alleged_spammers,0
www.angelfire.com/tn/AOLRPGs/,0
tools.ietf.org/html/rfc2247,0
www.progsoc.uts.edu.au/~wildfire/wine/,0
refalo.com/blog/interactive-fiction/,0
tools.ietf.org/html/rfc3154,0
www.dassault-aviation.com/en/space.html?L=1,0
www.gamespot.com/saturn/rpg/panzerdragoonsaga/,0
charlemagne64.tripod.com/armiesofcatan.html,0
www.ee.cz/hifile/,0
www.titan-alu.com/ta/index_e.html,0
ptolemy.eecs.berkeley.edu/ptolemyII/index.htm,0
slashdot.org/story/00/06/04/1525259/shadowrunning-in-the-corporate-republic,0
www.lrv.fri.uni-lj.si/facedb.html,0
blogs.zdnet.com/Murphy/,0
www.hytherion.com/beattidp/comput/z80forth.htm,0
www.countrymetrics.com/country-metrics.html,0
members.multimania.co.uk/wargaming/,0
www.wired.com/techbiz/media/news/2001/04/42837,0
www.animationgold.com/introduction.htm,0
examware.com/tutor4.html,0
www.fibre2fashion.com/industry-article/pdffiles/e-broidery--design-and-fabrication-of-textile-based-computing.pdf?PDFPTOKEN=b76d1660ba3e532e796a57339ede1b5bb2d40485|1218920499#PDFP,0
www.flashants.com/root/index.shtml,0
www.w3.org/TR/xslt-xquery-serialization/,0
omega.albany.edu:8008/maxent.html,0
www.variantbank.org/results/rules/e/exchange.htm,0
www.gamefaqs.com/ps3/928103-stranglehold/data,0
www.webreference.com/dhtml/dynomat/,0
www.mca-nashville.com/x.html,0
homepage.ntlworld.com/leslie.goodship/616/html/index_flash.html,0
www.bombardier.com/index.jsp?id=4_0&amp;lang=en&amp;file=/en/4_0/4_4/4_4_0.html,0
www.sis.pitt.edu/~mbsclass/hall_of_fame/,0
www.boardgamegeek.com/game/5120,0
tools.ietf.org/html/rfc2770,0
en.wikipedia.org/wiki/Ruby_on_Rails,0
oss.oetiker.ch/mrtg/,0
www.windowsecurity.com/whitepapers/unix_security/,0
www.satellitebus.com/forsale.html,0
gary.scruggs.tripod.com/gary2.htm,0
www.rubberstation.com/Mm1(English).htm,0
ben.com/MOO/waif.html,0
www.lysator.liu.se/~wizkid/arcade/,0
www.wired.com/wired/archive/people/,0
www.cis.hut.fi/kaip/finet/,0
www.faqs.org/faqs/unix-faq/shell/bash/,0
www.rheingold.com/texts/tft/,0
www.intelligent-systems.com.ar/intsyst/robby.htm,0
www.gamecabinet.com/reviews/MurderInTheAbbey.html,0
www.alu.org/mop/,0
www.gameindustry.com/review/item.asp?id=586,0
www.elmartino.net/tinyTween/,0
www.ctan.org/tex-archive/support/ite/,0
www.zeltser.com/intrusion-detection-analysis/,0
www.jacksoncountygov.com/Index.aspx?page=40,0
www.unibw.de/robotics/robots/hermes/,0
jcp.org/aboutJava/communityprocess/final/jsr315/index.html,0
www.filehouse.com/rankhigher/,0
www.dmoz.org/docs/en/404help.html,0
www.geocities.com/siliconvalley/lab/7378/philidor.htm,0
www.geekware.de/software/emacs/,0
www.bobmarley-foundation.com/tuffgong.html,0
linuxpakistan.sourceforge.net/pklinux/info.html,0
www.qualitiqua.com/home.htm,0
www.cuug.ab.ca/~branderr/risk_essay/titanic.html,0
www.python.org/~guido/,0
members.tripod.com/~Ashen_Rose/,0
tools.ietf.org/html/rfc129,0
www.cs.swan.ac.uk/~csetzer/logic-server/,0
www.cs.tut.fi/staff/pk/scheme/psd/article/article.html,0
www.springsgov.com/AirportIndex.aspx,0
www.nic.ec/eng/nicec.htm,0
mdsynergy.com/index.asp,0
www.uwosh.edu/faculty_staff/furcyd/,0
www.cs.arizona.edu/patterns/weaving/books/baf_txtl_1.pdf,0
tools.ietf.org/html/rfc1572,0
firan.legendary.org/index.php/Main_Page,0
www.neuralware.com/products.jsp,0
searchenginewatch.com/article/2067283/Mozilla-Firefox-The-Searchers-Browser,0
linuxprogs.iwarp.com/en/index_en.htm,0
tools.ietf.org/html/rfc1048,0
'connex.lip6.fr/\%7Ebinsztok/hhld.html',0
models.com/model_culture/tales_model/Karolina02/,0
www.unido.org/fileadmin/import/userfiles/puffk/l_mass_balance.pdf,0
www.primasoft.com/deluxeprg/adodx.htm,0
tools.ietf.org/html/rfc326,0
www.rcsprintpromo.com/home.htm,0
victortechnologies.com/tweco/,0
www.technewsworld.com/perl/section/security/,0
www.unece.org/cefact/,0
2005.informingscience.org/dates.htm,0
users.tee.gr/mt-eng/,0
www.webring.com/hub?ring=windowsicons,0
games.groups.yahoo.com/group/thewickedgarden/,0
www.onjava.com/pub/a/onjava/2005/07/27/axis2.html,0
www.ibm.com/developerworks/speakers/colan/,0
www.functionx.com/vbnet/index.htm,0
www.dataweb.de/en/support/isapi.html,0
www.simoneperandini.com/tabplayer.htm,0
www.hicss.hawaii.edu/HICSS39/apahome39.htm,0
www.umich.edu/~rsug/services/ntp.html,0
www.djc.com/news/enviro/11113857.html/,0
sznorinco.com/luggages,0
tools.ietf.org/html/rfc2341,0
www.lsoft.com/scripts/wl.exe?SL1=PSP&amp;H=LIST.SENIORWEB.NL,0
www.angelfire.com/pa3/decor/,0
www.gamespot.com/ps2/action/markofkri/,0
developer.mozilla.org/en/Gecko,0
mitpress.mit.edu/catalog/item/default.asp?ttype=2&amp;tid=3784,0
ejournals.wspc.com.sg/ppl/ppl.shtml,0
www.watsonwyatt.com/services/ifs/,0
satirist.org/learn-game/,0
www.yaromat.de/macos8/,0
www.chnmould.com/index.htm,0
techtextil.messefrankfurt.com/frankfurt/en/home.html,0
www.nailitnow.com.au/word/index.html,0
http-server.carleton.ca/~dmcfet/html/ssi.html,0
www.nytimes.com/2001/05/07/technology/07NECO.html,0
www.cs.ualberta.ca/~drafiei/papers/www9.ps,0
www.aspfree.com/c/a/Database/Using-Data-Access-Pages-to-Access-Data-on-a-SQL-Anywhere-10-Database/,0
tech.groups.yahoo.com/group/PBMDesign/,0
kb.mit.edu/confluence/display/category/LaTeX,0
ps2.ign.com/objects/700/700641.html,0
www.avt.net/tech.html,0
www.watermarker.com/exif-iptc-gps/,0
www.webreference.com/js/column42/,0
sourceforge.net/projects/phonascus,0
www.pageresource.com/html/,0
www.honneamise.u-net.com/zx81/zxmag/zxmag1.html,0
boardgames.about.com/msub10.htm,0
www.alphaworks.ibm.com/tech/xmlsqc,0
www.tc.umn.edu/~hause011/article/Capability_maturity_models.html,0
www.vdraft.com/vtools.html,0
www.ucl.ac.uk/GrandLat/greekfonts/,0
tools.ietf.org/html/rfc1940,0
pdelagrange.free.fr/povlab/,0
www.ltg-trading.com/chat/chat1.html,0
www.abeyor.com/gb/company.htm,0
soapclient.com/soaptest.html,0
www.mfsoft.com/autozip/,0
tools.ietf.org/html/rfc1495,0
www.ncf.ca/~ep050,0
www.thewinternet.com/games/kult/index.html,0
www.techadvice.com/w98/R/Registry.htm,0
www.dwarfnet.com/games/,0
www.mathematik.uni-ulm.de/sai/mayer/soqua04/,0
www-03.ibm.com/servers/eserver/zseries/zvse/downloads/,0
www.microsoft.com/automotive/,0
main.uschess.org/content/view/9111/28/,0
goldtassel.faithweb.com/dolls.htm,0
www.kde.org/announcements/announce-3.0alpha1.php,0
www.ociweb.com/cnb/CORBANewsBrief-200205.html,0
www.nytimes.com/library/tech/99/01/biztech/articles/25computer-briefs.html,0
www.sasebon.com/villagebingo/,0
archinect.com/jobs/,0
tools.ietf.org/html/rfc524,0
code.google.com/p/symbian-incubation-projects/,0
www.angelfire.com/journal/survivingproductions/,0
www.klid.dk/english/,0
www.javascripter.net/faq/index.htm,0
www.nag.co.uk/IndustryArticles/Fortran_Matters_Cohen.pdf,0
www.sybase.com/products/archivedproducts/powerj,0
en.wikipedia.org/wiki/DEC_Alpha,0
www.kuro5hin.org/story/2003/9/8/14125/70302/,0
www.cs.miami.edu/~geoff/Conferences/ESCAR/,0
www.olbg.com/forum/,0
www.webreference.com/perl/tutorial/20/,0
www.deltronix.com/public/rps.htm,0
books.nap.edu/books/030904295X/html/17.html,0
www.yarnsons.com/home.aspx,0
www.latex-project.org/latex3.html,0
www2.latech.edu/~acm/helloworld/modual2.html,0
linuxmafia.com/refund/,0
www.princeton.edu/~cml/assets/pdf/9608treadwell_mullite.pdf,0
www.ers.usda.gov/publications/ages001e/,0
blogs.msdn.com/ie/archive/2006/08/22/712830.aspx,0
www2.kenes.com/agritech-asia/Pages/Home.aspx,0
www-static.cc.gatech.edu/birte/cfp.html,0
"'www.tomshardware.com/charts/processors,6.html'",0
screensavers.republika.pl/index-en.html,0
www.testedok.com/eddy.html,0
www.spacebug.com/projects_spring-dashboard.html,0
www.snackbar-games.com/reviews/xbox/otogi_myth_of_demons-65.html,0
www.blackcatsystems.com/software/sara.html,0
www.indianleatherportal.com/leather-glossary/,0
www.gatsby.ucl.ac.uk/aistats/cfp.htm,0
membres.multimania.fr/fulguraupoingt/EnglishAbstractHTML.html,0
www-personal.umich.edu/~gnichols/glg/railgames.htm,0
www.angelfire.com/on4/translations/index.html,0
www.springer.com/springerwiennewyork/computer+science/journal/607,0
cocoa.dima.unige.it/conference/schooliv/,0
researchweb.watson.ibm.com/iac/,0
home.earthlink.net/~rimbrock/index.html,0
www.coremetrics.com/surfaid/,0
cens.ioc.ee/projects/pyginac/,0
www.stardock.com/products/skinstudio/,0
floraleads.com/test,0
www.rpg.net/news+reviews/reviews/rev_2469.html,0
www.langbox.com/codeset/tis620.html,0
www.angelfire.com/geek/networkz/,0
www.realsites.com/websites/,0
tools.ietf.org/html/rfc431,0
tools.ietf.org/html/rfc3144,0
mitglied.multimania.de/KarlHastDesign/,0
www.freewebs.com/duluthbridge/,0
www.bannertown.com/rolladome.htm,0
www.kurtwalter.com/index1.htm,0
klobouk.fsv.cvut.cz/~ondra/kreslitko/kreslitko.html,0
ist.uwaterloo.ca/security/howto/2001-01-15/,0
www.dafsoft.com/competitiveadvantages.html#,0
en.wikipedia.org/wiki/Balderdash,0
www.allconferences.com/Computers/Software/,0
www.softwareplanner.com/SoftwarePlanner.asp,0
www.neoseeker.com/Games/Products/PS2/maximo/info.html,0
www.kulichki.com/tolkien/eng/goldeasy.html,0
www.xcent.com/products/XcNewsPlus.htm,0
tools.ietf.org/html/rfc252,0
www.ibm.com/developerworks/web/library/wa-seo1.html,0
groups.yahoo.com/group/rss-dev/files/Modules/Proposed/mod_rss091.html,0
kaele.com/~kashima/software/melps7700e.html,0
userbase.kde.org/Kio_gopher,0
web.tiscali.it/icsc_w/index.htm,0
www.ncsu.edu/IEEE-RAS/,0
www2003.org/cdrom/papers/refereed/p185/html/p185-jeh.html,0
www.nativetechnologyinc.net/native/,0
www.ece.msstate.edu/~fowler/,0
www.ntcresearch.org/pdf-rpts/AnRp03/M01-CL01-A3.pdf,0
www.angelfire.com/pokemon/astrolounge/,0
www.michigan.gov/mpsc,0
www.j-walk.com/ss/,0
tools.ietf.org/html/rfc1068,0
www.angelfire.com/magic2/madgod/,0
pip.host22.com/software/mp.shtml,0
tools.ietf.org/html/rfc629,0
spd-web.terma.com/Projects/RAISE/,0
publib-b.boulder.ibm.com/Redbooks.nsf/RedbookAbstracts/sg242219.html,0
www.nytimes.com/2000/11/06/technology/06BOOK.html,0
www.sonatecorp.com/shipons.html,0
koti.welho.com/hylinen/apollo/,0
www.chipsbooks.com/hbweav.htm,0
cube.gamespy.com/gamecube/finding-nemo/5941p1.html,0
www.users.zetnet.co.uk/kappa/basil.htm,0
www.maa.org/mathland/mathtrek_10_26_98.html,0
www.squarefree.com/google/relatedness.html,0
www.rotman.utoronto.ca/~agoldfarb/,0
msdn.microsoft.com/en-us/library/aa394553(VS.85).aspx,0
www.bridgeclubs.biz/altavista/,0
www.eeye.com/html/Products/SecureIIS/,0
en.wikipedia.org/wiki/MOS_Technology,0
www.brucca.de/brueng.htm,0
www.itechzone.com/xml_document_conversion.htm,0
www.program4pc.com/icon_editor.html,0
sabrinarios.tripod.com/sabrinariosphotography/,0
www.thewirelessdirectory.com/Bluetooth.htm,0
www.amwater.com/wvaw/,0
linuxtoday.com/news_story.php3?ltsn=1999-10-29-004-04-NW,0
home.claranet.nl/users/bverhoev/,0
www.equinoxbase.com/p5p6regconv/,0
www.angelfire.com/biz/hypersushi/,0
www.cs.berkeley.edu/~fowlkes,0
library.thinkquest.org/11127/,0
www.microsoft.com/licensing/,0
search.cpan.org/dist/OpenGL/,0
www.ibiblio.org/pub/languages/fortran/ch1-1.html,0
www.acm.uiuc.edu/workshops/zsh/toc.html,0
www.copilba.fr/indexgb.html,0
december.com/html/,0
www.rurdev.usda.gov/rbs/pub/aug00/perform.htm,0
www.celebfans.com/models/nell_mcandrew/index.html,0
petpages.neopets.com/~PrInCeSs_RoSeBuD10,0
bre.klaki.net/programs/tircproxy/,0
games.groups.yahoo.com/group/NewBremenShadowLords/,0
www.justsoftwaresolutions.co.uk/articles/genericptr.pdf,0
tools.ietf.org/html/rfc1457,0
tools.ietf.org/html/rfc270,0
www.gamepro.com/microsoft/xbox/games/reviews/27609.shtml,0
www.cs.cmu.edu/Groups/AI/html/faqs/top.html,0
judykat.com/ken-judy/,0
www.sjgames.com/gurps/lite,0
support.microsoft.com/?kbid=155572,0
archives.math.utk.edu/software/msdos/numerical.analysis/grad/.html,0
www.aolej.com/mosaic/,0
www2002.org/CDROM/refereed/629/,0
grc.com/freeandclear.htm,0
tools.ietf.org/html/rfc2028,0
www.novell.com/solutions/securityandidentity/,0
users.starpower.net/larch78/lathemaster/,0
www.createafreewebsite.net/phpmysql/phpmysql_introduction.html,0
groups.yahoo.com/group/joedeverslonewolf/,0
www.luismajano.com/blog/,0
tools.ietf.org/html/rfc2501,0
games.teamxbox.com/xbox-360/1165/Stranglehold/,0
www.anglo.german.clara.net/E-frontpage/e-frontpage.html,0
www.angelfire.com/comics/botender/,0
aspnet.4guysfromrolla.com/articles/040502-1.aspx,0
www.inf.ufsc.br/poo/smalltalk/ibm/misc/resources.html,0
python.net/~goodger/projects/pycon/2007/idiomatic/handout.html,0
www.wired.com/culture/lifestyle/news/2000/10/39832,0
tools.ietf.org/html/rfc949,0
members.smetc.com/dirmak/,0
www.angelfire.com/nh/macorphans/,0
konst.org.ua/motor,0
www.bloomberg.com/video/66625228/,0
users.pipeline.com.au/~dyers/,0
benmeg.com/code/asp/ftp.asp.html,0
www.federalreserve.gov/generalinfo/fhc/,0
www.411asp.net/home/hosting,0
mysite.verizon.net/resq2tgs/,0
www.velocitysoftware.com/present.html,0
www.hiden.org/software/myaccess,0
tools.ietf.org/html/rfc3001,0
www.animationartist.com/articles/viewarticle.jsp?id=29089,0
www.austincc.edu/webcert/,0
tools.ietf.org/html/rfc690,0
www.veen.com/jeff/,0
sourceforge.net/projects/zxspectr/,0
tools.ietf.org/html/rfc3096,0
tools.ietf.org/html/rfc689,0
www.kerio.com/kms_home.html,0
xbox.gamespy.com/xbox/blade-ii/598125p1.html,0
tools.ietf.org/html/rfc3032,0
www.noria.com/dictionary/,0
www.clearlake.ibm.com/gov/ifp,0
www.developer.com/voice/,0
dtrt.org/ul/pub/mutt-scoring/,0
www.slash7.com/pages/vampires,0
www.whon.org/eng/index.htm,0
www.x-code.com/vdaemon_web_form_validation.php,0
www.sjgames.com/gurps/vehiclebuilder/,0
coolutils.com/TreeNotes,0
tools.ietf.org/html/rfc1967,0
tools.ietf.org/html/rfc17,0
members.tripod.com/frank_mclean/resume/index.html,0
www.iconico.com/colorpic/,0
www.energia.ru/english/index.html,0
www.kevin-wells.com/net/,0
www.boogaholler.com/boogaframeset.html,0
www.am-soft.ru/aviedit.html,0
www.henley.reading.ac.uk/management/,0
www.linuxinsider.com/story/But-Macs-Are-Slower-Right-36964.html,0
installer.excelsior-usa.com/en/,0
tools.ietf.org/html/rfc1779,0
www.physicalbits.com/Xtras/,0
www.knology.net/~htparks/,0
www.informatik.uni-trier.de/~ley/db/conf/colt/index.html,0
mindoverpixels.com/anim_monkeystomo.html,0
www.fwtwr.com/fwtdr/6nimmt/,0
www.waveflow.com/shuttleftp/,0
security.louisville.edu/PolStds,0
www.databasejournal.com/features/mysql/article.php/1430061,0
www.smartwoodflooring.com/derham/,0
casinogambling.about.com/library/weekly/aa091399.htm,0
brettboard.dk/games/rules/robo.htm,0
java.sun.com/developer/onlineTraining/,0
www.wieser-software.com/topdrop,0
www.wotnot.co.uk/information.php?view=9,0
www.angelfire.com/wa/GoatsWebring/,0
www.warpedspace.org/tutorials/shading_theory/,0
www.fpgacentral.com/event,0
code.google.com/p/irrlamb/,0
www.flyingbuffalo.com/nucwar.htm,0
www.tecnautic.it/boatmotive/,0
senseis.xmp.net/?PhilosophersFootball,0
wwwipd.ira.uka.de/~tichy/,0
www.hpc.unm.edu/~acpineda/workshoppdf/intro_Fortran_1.pdf,0
www.kuro5hin.org/?op=displaystory;sid=2001/2/23/194544/139,0
www.w3.org/Voice/Guide/,0
home.hccnet.nl/r.marseille/backgeng.html,0
www.cyber-matrix.com/csched.html,0
www3.interscience.wiley.com/journal/36062/home,0
web.mac.com/cammyblackstone,0
tools.ietf.org/html/rfc976,0
www.gamespot.com/ps2/action/lordoftheringsthett/,0
www.hp.com/go/openvms/faq/,0
www.irt.org/articles/js193/index.htm,0
www.ozebiz.com.au/honey,0
reasoning.cs.ucla.edu/samiam/,0
'www-lih.univ-lehavre.fr/\%7Ebertelle/epnacs2007.html',0
kernel.org/pub/linux/kernel/people/paulmck/perfbook/perfbook.html,0
www.winamp.com/plugins/details/144643,0
www.kburra.com/npal.html,0
www.topix.com/rss/business/financial-markets.xml,0
webcentre.co.nz/compress.htm,0
www.polyhedric.com/software/mn/,0
www.homefair.com/homefair/readart.html?art=bc_financial,0
tools.ietf.org/html/rfc1698,0
news.bbc.co.uk/1/hi/business/1580497.stm,0
www.mozilla.org/community/,0
www.personal.kent.edu/~rmuhamma/Algorithms/algorithm.html,0
members.tripod.com/Divinityknight/,0
en.wikipedia.org/wiki/Resume,0
www.coli.uni-sb.de/sfb378/negra-corpus/annotate.html,0
www.freewebs.com/laconia_rules/,0
www.wizzy.com/wizzy/dasm.html,0
www.infotom.com/translation-localization.html,0
news.bbc.co.uk/1/hi/business/3209995.stm,0
www.activewin.com/tips/reg/,0
etd.utk.edu/2004/RongHaoming.pdf,0
www.cs.cornell.edu/People/tj/,0
www.carpetencyclopedia.com/index.php?page=309,0
www.gamestats.com/objects/016/016531/,0
www.fool.com/news/mft/2003/mft03120905.htm,0
tools.ietf.org/html/rfc1646,0
tools.ietf.org/html/rfc48,0
'search.ohiolink.edu/etd/send-pdf.cgi/Semones\%20Marianne\%20Rutledge.pdf?acc_num=ohiou1126294341',0
www.cs.cmu.edu/~tpope/miniatures/,0
cms.3m.com/cms/US/en/2-115/cerlRFW/view.jhtml,0
www.rafimar.com/ports/index_ports.htm,0
groups.yahoo.com/group/bmrt/,0
www.sanyal.com/Canasta.html,0
www.downport.com/traveller/tml/tml-faq.html,0
tools.ietf.org/html/rfc1905,0
www.adobe.com/web/wireless/mms.html,0
www.angelfire.com/pa3/Lombardo/,0
